DairyProduct_PackagingType,Quantity_Value,DairyProduct_IsInfantNutrition,SubBrandRu,Mass_Net,DairyProduct_ManufacturerTaxIdentifier,DairyProduct_IsUnderVeterinaryControl,DairyProduct_IsShelfLifeUpTo40Days,EnergyValueKJ,Manufacturer_Name,Provider_Name,Mass_Gross,GpcClass1,TnvedCode,Provider_GLN,GpcClass2,StorageConditions_ShelfLifeUnit,GpcClass3,DairyProduct_LabelName,EnergyValueKcal,AdditionalInfoRu,DairyProduct_ProteinContent,DairyProduct_FatContent,DairyProduct_PackagingMaterial,DairyProduct_ManufacturerCountry,Carbohydrates,DairyProduct_RawMaterialOrigin,StorageConditions_MaxRelativeHumidity,DairyProduct_IsMedicalOrSpecialDiet,StorageConditions_ShelfLife,DairyProduct_Type,StorageConditions_MaxStorageTemperature,BrandRu,FunctionNameRu,Protein,StorageConditions_MinStorageTemperature,GTIN,GpcClass4,StorageConditions_MinRelativeHumidity,Grease,Manufacturer_GLN,Quantity_Unit,ProductType
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1183,False,Премиум,1160,123456789,False,False,157.42,Милкавита,Милкавита,1183,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Глубокский Премиум Йогурт пастеризованное, массовая доля жира 1.23 %, полиэтиленовая пленка",82.35,Перепрофилирование прибыльных аудиторий,4.74,1.23,ПЛАСТМАССА,112,9.73,КОРОВА,70,True,21,Йогурт,13,Глубокский,Йогурт,1.36,7,481334015108329,10000025,43,2.44,4810000000010,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,980,False,Натуральное,953,123456789,True,False,230.43,Верхнедвинский МСЗ,Верхнедвинский МСЗ,980,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Молочный гостинец Натуральное Глазированные сырки пастеризованное, массовая доля жира 3.75 %, полиэтиленовая пленка",89.14,Переход серверных областей интереса,1.44,3.75,ПЛАСТМАССА,112,3.55,КОРОВА,83,False,26,Глазированные сырки,17,Молочный гостинец,Глазированные сырки,2.03,0,481576390227978,10000025,46,2.21,4810000000020,GR,Consumer unit [CU]
БУТЫЛКА,1349,False,Молочное,1317,123456789,False,False,194.96,Несвижский завод детского питания,Несвижский завод детского питания,1349,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Кобринский Молочное Кефир пастеризованное, массовая доля жира 3.78 %, полиэтиленовая пленка",41.83,Революция прозрачных ниш,2.11,3.78,ПЛАСТМАССА,112,9.88,КОРОВА,56,False,1,Кефир,15,Кобринский,Кефир,1.24,10,481778924372502,10000025,42,1.06,4810000000016,ML,Consumer unit [CU]
ПАКЕТ,1311,False,Легкое,1296,123456789,False,False,187.62,Молодечненский МК,Молодечненский МК,1311,50000000,0401 20 110 9,4810000000015,50130000,D,50131700,"Туровский Легкое Масло пастеризованное, массовая доля жира 3.88 %, полиэтиленовая пленка",98.36,Использование круглосуточных схем,2.63,3.88,ПЛАСТМАССА,112,5.81,КОРОВА,55,False,23,Масло,17,Туровский,Масло,4.48,5,481509158141259,10000025,26,1.11,4810000000015,GR,Consumer unit [CU]
БУТЫЛКА,1057,False,Классическое,1039,123456789,False,False,270.69,Молочный Мир,Молочный Мир,1057,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Рогачевский Классическое Сливки пастеризованное, массовая доля жира 2.67 %, полиэтиленовая пленка",41.35,Переопределение богатых действий,1.84,2.67,ПЛАСТМАССА,112,2.52,КОРОВА,79,False,23,Сливки,16,Рогачевский,Сливки,3.2,0,481425459202625,10000025,0,4.45,4810000000004,ML,Consumer unit [CU]
ПАКЕТ,1946,False,Пробиотик,1926,123456789,True,False,195.77,Туровский МК,Туровский МК,1946,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Лидский Пробиотик Творог пастеризованное, массовая доля жира 3.67 %, полиэтиленовая пленка",58.91,Координация сетевых платформ,2.46,3.67,ПЛАСТМАССА,112,3.6,КОРОВА,73,False,9,Творог,14,Лидский,Творог,1.94,8,481120312219382,10000025,20,1.89,4810000000009,GR,Consumer unit [CU]
ПАКЕТ,1949,False,Молочное,1933,123456789,False,False,353.53,Здравушка-милк,Здравушка-милк,1949,50000000,0401 20 110 9,4810000000011,50130000,D,50131700,"Лидский Молочное Творог пастеризованное, массовая доля жира 4.95 %, полиэтиленовая пленка",83.13,Освоение открытых рынков,4.56,4.95,ПЛАСТМАССА,112,1.18,КОРОВА,63,False,7,Творог,15,Лидский,Творог,3.12,4,481123221109451,10000025,18,4.59,4810000000011,GR,Consumer unit [CU]
БУТЫЛКА,1155,False,Молочное,1127,123456789,True,False,226.36,Молодечненский МК,Молодечненский МК,1155,50000000,0401 20 110 9,4810000000015,50130000,D,50131700,"Молодечненский Молочное Кефир пастеризованное, массовая доля жира 2.16 %, полиэтиленовая пленка",41.99,Преображение виртуальных систем,3.5,2.16,ПЛАСТМАССА,112,5.34,КОРОВА,78,False,3,Кефир,12,Молодечненский,Кефир,4.01,5,481539392838734,10000025,27,1.88,4810000000015,ML,Consumer unit [CU]
ПАКЕТ,1973,False,Ягодное,1933,123456789,True,False,170.2,Калинковичский МК,Калинковичский МК,1973,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Калинковичский Ягодное Сыр пастеризованное, массовая доля жира 1.54 %, полиэтиленовая пленка",74.43,Эксплуатация онлайн и офлайн интернет-магазинов,2.42,1.54,ПЛАСТМАССА,112,2.93,КОРОВА,63,False,10,Сыр,15,Калинковичский,Сыр,4.11,8,481474433137540,10000025,18,2.85,4810000000013,GR,Consumer unit [CU]
ПАКЕТ,1446,False,Творожное,1415,123456789,False,False,381.43,Калинковичский МК,Калинковичский МК,1446,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Рогачевский Творожное Простокваша пастеризованное, массовая доля жира 4.22 %, полиэтиленовая пленка",40.65,Обеспечение ориентированных на пользователя пользователей,2.33,4.22,ПЛАСТМАССА,112,7.23,КОРОВА,50,False,24,Простокваша,18,Рогачевский,Простокваша,1.93,7,481602924974425,10000025,40,3.97,4810000000013,ML,Consumer unit [CU]
ПАКЕТ,1193,False,Фруктовое,1156,123456789,True,False,240.33,Молодечненский МК,Молодечненский МК,1193,50000000,0401 20 110 9,4810000000015,50130000,D,50131700,"Молочный гостинец Фруктовое Глазированные сырки пастеризованное, массовая доля жира 2.74 %, полиэтиленовая пленка",49.73,Генерация прозрачных платформ,4.77,2.74,ПЛАСТМАССА,112,6.92,КОРОВА,71,False,23,Глазированные сырки,15,Молочный гостинец,Глазированные сырки,3.07,0,481632571689535,10000025,13,2.12,4810000000015,GR,Consumer unit [CU]
БУТЫЛКА,2022,False,Эко,1985,123456789,True,False,239.06,Кобринский МСЗ,Кобринский МСЗ,2022,50000000,0401 20 110 9,4810000000012,50130000,D,50131700,"Верхнедвинский Эко Молоко пастеризованное, массовая доля жира 3.74 %, полиэтиленовая пленка",81.9,Включение прибыльных моделей,1.03,3.74,ПЛАСТМАССА,112,2.71,КОРОВА,67,False,28,Молоко,18,Верхнедвинский,Молоко,2.41,0,481838712179320,10000025,16,1.25,4810000000012,ML,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1529,False,Эко,1492,123456789,False,False,162.7,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1529,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Верхнедвинский Эко Йогурт пастеризованное, массовая доля жира 3.54 %, полиэтиленовая пленка",43.16,Интеграция глобальных систем снабжения,4.3,3.54,ПЛАСТМАССА,112,3.94,КОРОВА,54,True,29,Йогурт,10,Верхнедвинский,Йогурт,1.16,6,481798536608140,10000025,34,4.06,4810000000020,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1239,False,Детское,1206,123456789,True,False,152.81,Молочные горки,Молочные горки,1239,50000000,0401 20 110 9,4810000000017,50130000,D,50131700,"Рогачевский Детское Сметана пастеризованное, массовая доля жира 1.75 %, полиэтиленовая пленка",61.0,Внедрение инновационных аудиторий,2.52,1.75,ПЛАСТМАССА,112,2.43,КОРОВА,50,False,24,Сметана,10,Рогачевский,Сметана,4.29,0,481935566933542,10000025,16,2.34,4810000000017,GR,Consumer unit [CU]
БУТЫЛКА,1750,False,Натуральное,1711,123456789,False,False,195.96,Молодечненский МК,Молодечненский МК,1750,50000000,0401 20 110 9,4810000000015,50130000,D,50131700,"Милкавита Натуральное Молоко пастеризованное, массовая доля жира 3.87 %, полиэтиленовая пленка",84.29,Использование виртуальных каналов,4.08,3.87,ПЛАСТМАССА,112,3.27,КОРОВА,83,False,9,Молоко,18,Милкавита,Молоко,4.6,7,481503701254755,10000025,17,4.15,4810000000015,ML,Consumer unit [CU]
БУТЫЛКА,1013,False,Йогуртовое,994,123456789,False,False,378.06,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1013,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Верхнедвинский Йогуртовое Молоко пастеризованное, массовая доля жира 3.36 %, полиэтиленовая пленка",63.97,Распределение активных интернет-магазинов,4.15,3.36,ПЛАСТМАССА,112,1.27,КОРОВА,84,False,24,Молоко,13,Верхнедвинский,Молоко,1.82,10,481349645343866,10000025,38,3.03,4810000000020,ML,Consumer unit [CU]
ПАКЕТ,1913,False,Свежее,1891,123456789,False,False,340.53,Савушкин продукт,Савушкин продукт,1913,50000000,0401 20 110 9,4810000000001,50130000,D,50131700,"Молодечненский Свежее Кефир пастеризованное, массовая доля жира 4.36 %, полиэтиленовая пленка",57.55,Визуализация прибыльных парадигм,3.85,4.36,ПЛАСТМАССА,112,5.67,КОРОВА,81,True,21,Кефир,11,Молодечненский,Кефир,1.0,4,481901948250776,10000025,3,2.27,4810000000001,ML,Consumer unit [CU]
ПАКЕТ,1025,False,Фермерское,1005,123456789,True,False,260.18,Молочный гостинец,Молочный гостинец,1025,50000000,0401 20 110 9,4810000000019,50130000,D,50131700,"Здравушка-милк Фермерское Сыр пастеризованное, массовая доля жира 2.36 %, полиэтиленовая пленка",93.39,Перепрофилирование индивидуальных парадигм,4.7,2.36,ПЛАСТМАССА,112,6.96,КОРОВА,57,False,2,Сыр,10,Здравушка-милк,Сыр,1.23,1,481827499423331,10000025,0,2.7,4810000000019,GR,Consumer unit [CU]
ПАКЕТ,1592,False,Фруктовое,1571,123456789,True,False,204.05,Милкавита,Милкавита,1592,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Верхнедвинский Фруктовое Молоко пастеризованное, массовая доля жира 1.62 %, полиэтиленовая пленка",61.91,Адаптация сетевых решений,4.15,1.62,ПЛАСТМАССА,112,4.82,КОРОВА,79,False,7,Молоко,12,Верхнедвинский,Молоко,4.36,2,481218940419728,10000025,24,2.32,4810000000010,ML,Consumer unit [CU]
